hour, t(sec), |V|1 (volts), |V|2 (volts), |V|3 (volts), |V|4 (volts), |I|1 (amps), |I|2 (amps), |I|3 (amps), |I|4 (amps)
0, 900.00000, 124.174, 123.641, 124.916, 0, 273.547, 279.624, 248.084, 30.37
0, 1800.00000, 124.377, 123.86, 125.113, 0, 266.829, 272.393, 241.671, 29.6779
0, 2700.00000, 124.328, 123.831, 125.05, 0, 246.853, 251.977, 222.204, 28.7631
1, 0.00000, 124.063, 123.578, 124.82, 0, 261.628, 266.05, 233.203, 32.079
1, 900.00000, 124.116, 123.628, 124.857, 0, 261.023, 266.281, 233.711, 31.5002
1, 1800.00000, 124.313, 123.84, 125.057, 0, 250.068, 254.6, 221.952, 31.7588
1, 2700.00000, 124.151, 123.669, 124.885, 0, 260.295, 265.129, 232.355, 31.8126
2, 0.00000, 124.092, 123.615, 124.853, 0, 261.93, 266.225, 232.528, 32.9462
2, 900.00000, 124.269, 123.795, 125.022, 0, 254.034, 258.01, 225.492, 31.8671
2, 1800.00000, 124.063, 123.576, 124.809, 0, 266.568, 271.014, 238.952, 31.3172
2, 2700.00000, 124.5, 124.021, 125.234, 0, 254.633, 259.288, 227.574, 30.8223
3, 0.00000, 124.872, 124.415, 125.56, 0, 235.349, 239.606, 211.691, 27.1023
3, 900.00000, 124.598, 124.118, 125.258, 0, 251.566, 257.267, 230.561, 25.5527
3, 1800.00000, 124.853, 124.387, 125.532, 0, 239.573, 244.65, 216.764, 26.8237
3, 2700.00000, 124.438, 123.953, 125.152, 0, 257.47, 262.737, 232.823, 28.8778
4, 0.00000, 124.58, 124.096, 125.278, 0, 250.212, 255.644, 226.937, 27.6051
4, 900.00000, 124.766, 124.281, 125.448, 0, 238.912, 244.502, 217.673, 25.6872
4, 1800.00000, 124.387, 123.882, 125.139, 0, 256.167, 261.202, 230.911, 29.3988
4, 2700.00000, 124.848, 124.365, 125.566, 0, 239.347, 244.01, 215.45, 27.6853
5, 0.00000, 124.546, 124.038, 125.28, 0, 256.129, 261.657, 231.876, 28.725
5, 900.00000, 124.667, 124.172, 125.399, 0, 249.886, 254.88, 225.069, 28.8694
5, 1800.00000, 124.891, 124.409, 125.65, 0, 248.03, 252.526, 220.496, 31.2009
5, 2700.00000, 124.861, 124.36, 125.582, 0, 252.967, 258.526, 228.81, 28.6032
6, 0.00000, 125.151, 124.659, 125.842, 0, 241.441, 246.427, 219.537, 25.9503
6, 900.00000, 124.869, 124.332, 125.609, 0, 250.863, 256.399, 228.815, 26.6395
6, 1800.00000, 124.919, 124.357, 125.706, 0, 244.148, 249.455, 221.754, 26.8924
6, 2700.00000, 125.163, 124.594, 125.9, 0, 234.594, 240.478, 217.587, 22.0519
7, 0.00000, 124.842, 124.218, 125.613, 0, 247.477, 255.084, 231.057, 22.9913
7, 900.00000, 124.848, 124.211, 125.624, 0, 245.125, 252.061, 228.939, 22.2787
7, 1800.00000, 124.954, 124.323, 125.722, 0, 233.847, 241.046, 219.354, 20.8289
7, 2700.00000, 125.021, 124.39, 125.791, 0, 230.876, 238.044, 216.368, 20.8026
8, 0.00000, 124.792, 124.14, 125.605, 0, 240.688, 247.768, 223.417, 23.4407
8, 900.00000, 125.111, 124.469, 125.927, 0, 225.873, 232.791, 209.569, 22.3146
8, 1800.00000, 124.998, 124.357, 125.804, 0, 228.957, 235.685, 214.194, 20.7629
8, 2700.00000, 124.478, 123.811, 125.335, 0, 238.157, 244.559, 221.27, 22.6753
9, 0.00000, 124.125, 123.46, 125.078, 0, 255.281, 260.453, 230.268, 29.8048
9, 900.00000, 124.239, 123.588, 125.17, 0, 249.027, 254.153, 225.412, 28.3385
9, 1800.00000, 124.338, 123.675, 125.226, 0, 242.873, 249.375, 222.938, 25.6795
9, 2700.00000, 124.593, 123.945, 125.475, 0, 233.722, 239.842, 213.818, 25.284
10, 0.00000, 124.575, 123.933, 125.442, 0, 235.886, 242.485, 216.464, 25.1536
10, 900.00000, 124.437, 123.789, 125.33, 0, 239.24, 245.553, 217.613, 27.1054
10, 1800.00000, 124.618, 123.981, 125.534, 0, 230.048, 235.845, 206.545, 28.4956
10, 2700.00000, 124.36, 123.701, 125.297, 0, 249.077, 256.038, 224.995, 30.037
11, 0.00000, 124.493, 123.836, 125.422, 0, 240.89, 247.367, 217.331, 29.1323
11, 900.00000, 124.773, 124.141, 125.685, 0, 228.186, 233.74, 204.721, 28.2715
11, 1800.00000, 124.342, 123.706, 125.22, 0, 250.282, 256.958, 228.308, 27.724
11, 2700.00000, 124.524, 123.894, 125.35, 0, 244.582, 251.598, 225.531, 25.078
12, 0.00000, 124.84, 124.237, 125.706, 0, 226.07, 231.375, 203.283, 27.3372
12, 900.00000, 124.262, 123.603, 125.147, 0, 252.953, 260.836, 230.651, 28.9381
12, 1800.00000, 124.341, 123.704, 125.217, 0, 248.981, 254.831, 227.368, 26.7993
12, 2700.00000, 124.469, 123.822, 125.317, 0, 245.398, 253.359, 226.198, 25.9746
13, 0.00000, 124.528, 123.876, 125.416, 0, 244.653, 251.09, 223.711, 26.5779
