hour, t(sec), |V|1 (volts), |V|2 (volts), |V|3 (volts), |V|4 (volts), |I|1 (amps), |I|2 (amps), |I|3 (amps), |I|4 (amps)
0, 900.00000, 121.288, 121.532, 125.948, 0, 267.771, 230.502, 37.0212, 216.933
0, 1800.00000, 121.828, 121.9, 126.19, 0, 248.287, 220.746, 32.7287, 205.126
0, 2700.00000, 121.968, 122.037, 126.021, 0, 230.678, 203.964, 31.0739, 189.407
1, 0.00000, 121.611, 121.705, 125.907, 0, 242.334, 214.597, 29.9189, 201.87
1, 900.00000, 121.732, 121.817, 125.975, 0, 238.823, 211.839, 29.0264, 199.512
1, 1800.00000, 121.995, 122.066, 126.046, 0, 228.575, 202.563, 28.4386, 190.165
1, 2700.00000, 121.886, 121.876, 125.948, 0, 231.126, 209.182, 30.4273, 192.282
2, 0.00000, 121.798, 121.808, 125.923, 0, 232.945, 209.826, 29.3708, 194.726
2, 900.00000, 122.024, 122.036, 126.063, 0, 227.761, 204.718, 28.0801, 190.822
2, 1800.00000, 121.734, 121.743, 125.948, 0, 238.29, 215.025, 29.6817, 199.716
2, 2700.00000, 122.066, 122.107, 126.119, 0, 228.606, 204.126, 28.0001, 191.198
3, 0.00000, 122.499, 122.546, 126.355, 0, 216.865, 193.163, 26.0088, 181.678
3, 900.00000, 122.047, 122.128, 126.193, 0, 232.987, 207.056, 27.3244, 195.713
3, 1800.00000, 122.834, 122.839, 126.626, 0, 213.688, 192.184, 26.3299, 179.011
3, 2700.00000, 122.225, 122.243, 126.336, 0, 230.658, 207.364, 27.3713, 194.35
4, 0.00000, 122.378, 122.413, 126.416, 0, 226.716, 202.792, 27.1364, 190.381
4, 900.00000, 122.545, 122.627, 126.525, 0, 222.723, 196.479, 25.9453, 186.691
4, 1800.00000, 122.178, 122.189, 126.281, 0, 230.255, 206.443, 28.0616, 193.083
4, 2700.00000, 122.911, 122.949, 126.791, 0, 218.32, 193.896, 26.4436, 182.446
5, 0.00000, 122.477, 122.559, 126.63, 0, 233.835, 206.533, 27.9754, 195.419
5, 900.00000, 122.809, 122.782, 126.696, 0, 219.78, 198.537, 28.0055, 183.578
5, 1800.00000, 122.721, 122.745, 126.69, 0, 221.591, 197.663, 25.3487, 187.019
5, 2700.00000, 122.532, 122.637, 126.659, 0, 232.933, 204.567, 28.1785, 193.912
6, 0.00000, 123.004, 123.024, 126.88, 0, 219.846, 196.142, 27.5243, 183.148
6, 900.00000, 122.615, 122.623, 126.678, 0, 229.534, 205.019, 28.868, 191.272
6, 1800.00000, 122.552, 122.663, 126.736, 0, 234.348, 203.686, 27.3604, 195.361
6, 2700.00000, 123.347, 123.476, 127.236, 0, 211.521, 188.273, 23.118, 180.239
7, 0.00000, 122.701, 123.023, 126.963, 0, 234.426, 199.135, 27.5584, 194.335
7, 900.00000, 122.869, 123, 126.954, 0, 224.894, 198.794, 27.1094, 188.606
7, 1800.00000, 123.695, 123.938, 127.472, 0, 200.049, 177.02, 20.9974, 171.789
7, 2700.00000, 123.855, 124.061, 127.512, 0, 193.733, 172.639, 21.0422, 166.186
8, 0.00000, 123.547, 123.781, 127.324, 0, 203.09, 179.378, 24.2675, 171.285
8, 900.00000, 124.089, 124.276, 127.648, 0, 185.606, 165.257, 17.9877, 161.396
8, 1800.00000, 123.911, 124.08, 127.544, 0, 189.409, 170.004, 18.5943, 165.034
8, 2700.00000, 123.936, 124.129, 127.541, 0, 183.867, 168.828, 18.213, 162.699
9, 0.00000, 123.63, 123.816, 127.38, 0, 191.081, 175.75, 17.4274, 170.658
9, 900.00000, 123.867, 124.002, 127.434, 0, 180.714, 168.749, 17.21, 162.002
9, 1800.00000, 124.468, 125.047, 128.055, 0, 174.283, 152.702, 15.0723, 155.305
9, 2700.00000, 125.077, 125.478, 128.373, 0, 152.816, 141.763, 9.12402, 145.893
10, 0.00000, 124.756, 125.388, 128.307, 0, 169.515, 146.478, 11.4442, 153.921
10, 900.00000, 124.796, 125.259, 128.193, 0, 160.565, 145.879, 11.1794, 149.218
10, 1800.00000, 125.14, 125.576, 128.319, 0, 148.137, 135.26, 10.5004, 138.343
10, 2700.00000, 125.921, 126.631, 129.08, 0, 132.963, 124.898, 10.1661, 134.886
11, 0.00000, 126.135, 126.784, 129.122, 0, 125.183, 120.207, 10.2486, 127.795
11, 900.00000, 126.247, 127.088, 129.255, 0, 128.93, 114.773, 10.5524, 124.416
11, 1800.00000, 126.173, 126.927, 129.301, 0, 128.365, 123.928, 11.4116, 135.566
11, 2700.00000, 126.224, 127.055, 129.393, 0, 132.436, 124.627, 11.1991, 136.363
12, 0.00000, 126.848, 127.588, 129.585, 0, 109.484, 106.454, 11.3628, 117.015
12, 900.00000, 126.076, 126.838, 129.211, 0, 130.41, 125.028, 11.1635, 134.894
12, 1800.00000, 125.955, 126.806, 129.198, 0, 139.643, 129.902, 11.6825, 138.016
12, 2700.00000, 126.163, 127.109, 129.387, 0, 132.514, 121.908, 12.0058, 135.768
13, 0.00000, 126.379, 127.256, 129.457, 0, 127.105, 119.307, 11.8087, 129.883
13, 900.00000, 126.192, 127.048, 129.35, 0, 130.623, 123.581, 11.8279, 134.27
13, 1800.00000, 126.199, 127.019, 129.323, 0, 127.528, 122.256, 12.0257, 134.13
13, 2700.00000, 125.52, 126.313, 128.872, 0, 140.357, 134.599, 12.0395, 143.251
14, 0.00000, 125.894, 126.647, 129.025, 0, 128.17, 124.553, 11.9002, 133.233
14, 900.00000, 125.891, 126.735, 129.097, 0, 131.544, 123.799, 11.8701, 134.585
14, 1800.00000, 126.212, 127.063, 129.293, 0, 124.046, 116.579, 12.0483, 129.168
14, 2700.00000, 126.347, 127.224, 129.466, 0, 124.699, 117.224, 12.7758, 132.059
15, 0.00000, 126.116, 126.981, 129.401, 0, 132.38, 124.666, 13.0252, 140.501
15, 900.00000, 126.43, 127.304, 129.563, 0, 124.449, 116.849, 13.1563, 132.712
15, 1800.00000, 125.936, 126.852, 129.378, 0, 143.044, 131.594, 11.923, 146.627
15, 2700.00000, 126.268, 127.189, 129.453, 0, 129.933, 118.45, 11.9515, 133.16
16, 0.00000, 125.962, 126.854, 129.322, 0, 138.908, 128.747, 11.8422, 142.718
16, 900.00000, 125.902, 126.822, 129.373, 0, 142.767, 131.86, 12.3867, 148.294
16, 1800.00000, 125.886, 126.807, 129.325, 0, 144.258, 133.484, 11.6873, 146.774
16, 2700.00000, 125.479, 126.212, 128.898, 0, 151.34, 137.549, 10.0895, 146.535
17, 0.00000, 125.102, 125.915, 128.728, 0, 164.81, 146.663, 11.5794, 155.047
17, 900.00000, 125.148, 126.12, 128.699, 0, 165.025, 139.689, 13.7555, 148.303
17, 1800.00000, 124.063, 124.424, 127.734, 0, 183.695, 169.5, 16.3087, 166.078
17, 2700.00000, 123.945, 124.385, 127.728, 0, 189.176, 171.388, 15.3084, 170.96
18, 0.00000, 123.913, 124.422, 127.708, 0, 192.814, 171.719, 17.8002, 170.458
18, 900.00000, 122.92, 123.636, 127.186, 0, 221.303, 188.588, 22.7292, 189.201
18, 1800.00000, 122.79, 123.575, 127.165, 0, 228.362, 192.315, 23.4327, 194.249
18, 2700.00000, 120.645, 121.543, 125.858, 0, 294.822, 229.418, 37.3986, 235.442
19, 0.00000, 120.402, 121.191, 125.645, 0, 297.805, 237.764, 40.1582, 237.054
19, 900.00000, 120.776, 121.435, 125.832, 0, 283.03, 230.621, 34.4461, 230.425
19, 1800.00000, 120.071, 120.685, 125.392, 0, 304.945, 246.729, 39.4173, 244.719
19, 2700.00000, 119.98, 120.626, 125.284, 0, 301.511, 241.358, 38.4871, 241.725
20, 0.00000, 120.402, 120.833, 125.441, 0, 285.35, 236.66, 35.402, 232.272
20, 900.00000, 119.878, 120.499, 125.17, 0, 301.146, 242.254, 40.33, 239.974
20, 1800.00000, 120.473, 120.787, 125.427, 0, 281.234, 238.972, 36.5382, 229.153
20, 2700.00000, 120.316, 120.614, 125.396, 0, 285.536, 244.197, 34.4775, 235.764
21, 0.00000, 120.051, 120.389, 125.22, 0, 291.493, 246.371, 35.9707, 238.986
21, 900.00000, 120.499, 120.76, 125.452, 0, 280.657, 240.561, 36.4085, 229.462
21, 1800.00000, 120.746, 120.904, 125.547, 0, 272.41, 237.781, 35.808, 223.774
21, 2700.00000, 120.716, 120.877, 125.593, 0, 273.607, 239.397, 33.0142, 227.912
22, 0.00000, 121.034, 121.188, 125.769, 0, 267.396, 233.746, 32.9731, 221.873
22, 900.00000, 120.96, 121.08, 125.666, 0, 267.394, 235.123, 34.6715, 220.674
22, 1800.00000, 120.786, 120.966, 125.629, 0, 274.797, 239.497, 34.8592, 226.833
22, 2700.00000, 121.394, 121.53, 125.874, 0, 254.704, 221.913, 33.7649, 208.664
23, 0.00000, 121.109, 121.266, 125.795, 0, 264.708, 230.42, 33.9735, 217.995
23, 900.00000, 121.65, 121.711, 126.044, 0, 247.726, 219.278, 31.1187, 205.867
23, 1800.00000, 121.357, 121.42, 125.824, 0, 254.377, 225.326, 34.8341, 208.639
23, 2700.00000, 121.429, 121.544, 125.969, 0, 256.565, 225.27, 32.2449, 212.574
24, 0.00000, 121.327, 121.41, 125.903, 0, 258.431, 228.643, 32.8547, 214.406
24, 900.00000, 121.287, 121.531, 125.948, 0, 267.782, 230.511, 37.0216, 216.943
