hour, t(sec), |V|1 (volts), |V|2 (volts), |V|3 (volts), |V|4 (volts), |I|1 (amps), |I|2 (amps), |I|3 (amps), |I|4 (amps)
0, 900.00000, 124.385, 124.262, 125.576, 0, 278.231, 249.022, 211.861, 58.2674
0, 1800.00000, 124.628, 124.513, 125.804, 0, 271.204, 242.133, 205.19, 57.9311
0, 2700.00000, 129.734, 129.554, 130.849, 0, 260.259, 234.01, 194.68, 57.7264
1, 0.00000, 129.506, 129.374, 130.647, 0, 269.219, 239.093, 201.813, 59.0074
1, 900.00000, 129.564, 129.453, 130.713, 0, 268.414, 236.969, 200.192, 59.6464
1, 1800.00000, 123.739, 123.673, 124.927, 0, 264.21, 234.454, 195.996, 59.8607
1, 2700.00000, 123.657, 123.598, 124.826, 0, 266.351, 235.4, 199.7, 58.3443
2, 0.00000, 123.576, 123.486, 124.773, 0, 269.113, 240.696, 200.794, 60.118
2, 900.00000, 123.782, 123.712, 124.948, 0, 261.54, 231.712, 195.039, 58.2829
2, 1800.00000, 123.663, 123.603, 124.824, 0, 264.426, 233.032, 198.962, 57.2572
2, 2700.00000, 123.865, 123.809, 125.024, 0, 258.405, 227.658, 192.285, 57.866
3, 0.00000, 124.249, 124.174, 125.341, 0, 242.352, 214.835, 180.748, 53.9735
3, 900.00000, 124.049, 123.983, 125.153, 0, 247.746, 218.711, 186.268, 53.7783
3, 1800.00000, 124.226, 124.176, 125.339, 0, 244.286, 214.599, 181.112, 55.2492
3, 2700.00000, 123.775, 123.705, 124.948, 0, 259.704, 230.163, 193.406, 58.1345
4, 0.00000, 123.901, 123.812, 125.05, 0, 255.287, 227.77, 190.646, 56.7982
4, 900.00000, 124.097, 123.978, 125.214, 0, 245.865, 221.252, 183.512, 55.0155
4, 1800.00000, 123.697, 123.587, 124.886, 0, 262.066, 234.543, 195.286, 58.8004
4, 2700.00000, 124.146, 124.018, 125.254, 0, 245.063, 220.578, 182.978, 54.7708
5, 0.00000, 123.914, 123.834, 125.05, 0, 253.362, 223.762, 190.037, 55.4212
5, 900.00000, 124, 123.907, 125.137, 0, 251.561, 223.475, 187.69, 56.0215
