hour, t(sec), |V|1 (volts), |V|2 (volts), |V|3 (volts), |V|4 (volts), |I|1 (amps), |I|2 (amps), |I|3 (amps), |I|4 (amps)
0, 900.00000, 124.487, 123.728, 125.161, 0, 208.866, 235.488, 187.428, 42.8825
0, 1800.00000, 124.677, 123.952, 125.364, 0, 205.937, 230.499, 182.485, 42.6985
0, 2700.00000, 125.096, 124.429, 125.776, 0, 205.377, 226.208, 181.414, 39.8801
1, 0.00000, 125.018, 124.343, 125.681, 0, 201.4, 223.187, 179.214, 39.1383
1, 900.00000, 125.137, 124.486, 125.796, 0, 195.592, 215.866, 173.509, 37.7024
1, 1800.00000, 124.925, 124.284, 125.564, 0, 194.832, 214.763, 173.567, 36.6738
1, 2700.00000, 124.96, 124.27, 125.561, 0, 187.287, 210.807, 169.081, 37.2166
2, 0.00000, 124.667, 123.986, 125.368, 0, 208.235, 230.665, 182.252, 43.0168
2, 900.00000, 124.961, 124.268, 125.569, 0, 192.73, 216.607, 173.947, 38.0404
2, 1800.00000, 124.886, 124.142, 125.489, 0, 192.335, 219.846, 174.319, 40.7453
2, 2700.00000, 124.906, 124.218, 125.516, 0, 189.378, 213.165, 170.209, 38.252
3, 0.00000, 125.147, 124.526, 125.757, 0, 184.863, 204.658, 164.676, 35.5259
3, 900.00000, 124.944, 124.26, 125.578, 0, 191.196, 215.532, 169.896, 40.5119
3, 1800.00000, 125.185, 124.58, 125.816, 0, 181.733, 200.056, 159.799, 35.7791
3, 2700.00000, 124.692, 124.009, 125.369, 0, 201.49, 224.687, 177.551, 41.8493
4, 0.00000, 124.747, 124.1, 125.459, 0, 203.001, 223.469, 175.659, 42.5372
4, 900.00000, 124.826, 124.18, 125.521, 0, 203.241, 224.137, 177.062, 41.8444
4, 1800.00000, 124.547, 123.825, 125.236, 0, 209.583, 234.626, 185.505, 43.6536
4, 2700.00000, 124.668, 123.986, 125.347, 0, 201.787, 225.092, 176.555, 43.0411
5, 0.00000, 124.671, 123.948, 125.306, 0, 190.574, 216.482, 170.021, 41.3277
5, 900.00000, 124.694, 124.012, 125.365, 0, 193.945, 216.621, 169.822, 41.5118
5, 1800.00000, 124.013, 123.323, 124.728, 0, 211.99, 235.5, 184.422, 45.3392
5, 2700.00000, 124.178, 123.449, 124.853, 0, 199.951, 226.644, 175.64, 45.205
6, 0.00000, 124.488, 123.752, 125.134, 0, 191.082, 218.624, 167.667, 45.1202
6, 900.00000, 124.168, 123.386, 124.858, 0, 202.334, 231.269, 177.642, 47.5666
6, 1800.00000, 124.295, 123.484, 124.919, 0, 193.157, 223.843, 174.935, 43.9134
6, 2700.00000, 124.247, 123.449, 124.871, 0, 184.313, 214.263, 165.792, 43.4005
7, 0.00000, 123.903, 123.024, 124.56, 0, 196.844, 231.165, 177.73, 48.0813
7, 900.00000, 123.938, 122.903, 124.476, 0, 193.159, 238.966, 183.466, 52.5903
7, 1800.00000, 124.47, 123.503, 125.028, 0, 179.919, 221.784, 167.456, 50.3834
7, 2700.00000, 124.512, 123.555, 125.098, 0, 179.754, 220.654, 164.533, 51.3319
